,names,district,location,xaxis,yaxis,roomspace,orientation,numrooms,height,floors,owner,postdate,price,is_total,numbed,numdining,numbath,is_new,two_bathroom,decoration,is_subway_house,rent_period_month,deposit_1_pay_1,is_key,central_heating
97,整租 ·   小清新精装南向开间采光充沛家具家电齐全拎包入住！,朝阳,大望路,116.483602,39.893412,43,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,21,链家,4天前发布,6000,1.0,1,0,1,1,0,0,1,0,0,1,1
98,宣武门西大街 1室1厅 6500元,西城,金融街,116.37178700000001,39.905909,43,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,12,链家,4天前发布,6500,,1,1,1,1,0,0,1,0,0,1,1
99,整租 · 远洋新干线 1室1厅 9800元,朝阳,燕莎,116.46615,39.963231,72,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,23,链家,4天前发布,9800,1.0,1,1,1,1,0,1,1,0,0,1,1
100,整租 ·   东直门地铁 有电梯 业主诚意出租朝南,东城,东直门,116.43541299999998,39.946591,54,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,12,链家,4天前发布,7300,1.0,1,1,1,1,0,0,1,0,0,1,1
101,整租 ·    东湖湾三期 精装 开间 观景北小河,朝阳,望京,116.47136,40.012307,47,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,28,链家,3天前发布,8200,1.0,1,0,1,1,0,1,1,0,0,1,1
102,整租 · 美然动力A2区 1室0厅 4500元,朝阳,定福庄,116.566103,39.92841,39,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,14,链家,3天前发布,4500,1.0,1,0,1,1,0,0,1,0,0,1,1
103,曦景长安 1室0厅 5100元,石景山,古城,116.192778,39.9147,62,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,14,链家,3天前发布,5100,,1,0,1,1,0,0,1,0,0,1,1
104,整租 ·   潘家园 松榆里南向精装一居室 拎包入住,朝阳,潘家园,116.47534099999999,39.880705,43,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,2天前发布,4800,1.0,1,1,1,1,0,1,1,0,0,1,1
105,整租 · 远洋山水 1室1厅 5500元,石景山,鲁谷,116.24700800000001,39.906426,60,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,26,链家,2天前发布,5500,1.0,1,1,1,1,0,1,1,0,0,1,1
106,顺源里 1室1厅 6300元,朝阳,三元桥,116.463494,39.955288,33,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,2天前发布,6300,,1,1,1,1,0,0,1,0,0,1,1
107,整租 · 广安门外南街 1室1厅 5900元,西城,天宁寺,116.352899,39.889225,40,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,5,链家,2天前发布,5900,1.0,1,1,1,1,0,1,1,0,0,1,1
108,翠微东里 1室1厅 5800元,海淀,公主坟,116.308305,39.920751,42,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,18,链家,2天前发布,5800,,1,1,1,1,0,0,1,0,0,1,1
109,整租 · 后现代城A区 1室0厅 6500元,朝阳,大望路,116.493655,39.905367,51,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,14,链家,2天前发布,6500,1.0,1,0,1,1,0,1,1,0,0,1,1
110,罗庄西里 1室1厅 6500元,海淀,知春路,116.351677,39.980567,46,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,9,链家,1天前发布,6500,,1,1,1,1,0,0,1,0,0,1,1
111,整租 ·   金泰先锋--优质一居室-临近地铁,朝阳,百子湾,116.506685,39.902187,70,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 2, 'bath': 1})",低楼层,14,链家,1天前发布,7500,1.0,1,2,1,1,0,1,1,0,0,1,1
112,整租 · 丰台南路108号院 1室1厅 4000元,丰台,看丹桥,116.302075,39.847127,42,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,1天前发布,4000,1.0,1,1,1,1,0,0,1,0,0,1,1
113,沿海赛洛城 1室0厅 6000元,朝阳,百子湾,116.51151999999999,39.901436,57,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,24,链家,今天发布,6000,,1,0,1,1,0,0,1,0,0,1,1
114,整租 · 小南庄社区 1室1厅 4800元,海淀,苏州桥,116.31231000000001,39.971678999999995,46,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",地下室,6,链家,12天前发布,4800,1.0,1,1,1,0,0,0,1,0,0,1,1
115,整租 · 蓝郡国际花园 1室0厅 3000元,昌平,西关环岛,116.232119,40.223852,41,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,15,链家,1个月前发布,3000,1.0,1,0,1,0,0,0,1,0,0,1,1
116,整租 · 劲松五区 1室1厅 5000元,朝阳,劲松,116.458279,39.888187,41,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,28天前发布,5000,1.0,1,1,1,0,0,0,1,0,0,1,1
117,整租 · 官苑8号 1室1厅 12500元,西城,官园,116.36784499999999,39.935365000000004,62,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,16,链家,1个月前发布,12500,1.0,1,1,1,0,0,1,1,0,0,1,1
118,整租 · 远洋自然 1室1厅 5000元,丰台,大红门,116.395716,39.846810999999995,63,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,15,链家,1个月前发布,5000,1.0,1,1,1,0,0,0,1,0,0,1,1
119,整租 ·   CBD传奇朝南开间 拎包入住 临近地铁,朝阳,大望路,116.483602,39.893412,48,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,18,链家,1个月前发布,6200,1.0,1,0,1,0,0,1,1,0,0,1,1
120,整租 ·    世纪星小区精装修开间 出行方便 小区好,丰台,宋家庄,116.441493,39.863696000000004,41,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,30,链家,1个月前发布,4900,1.0,1,0,1,0,0,1,1,0,0,1,1
121,整租 · 金尚嘉园 牡丹园 西土城 庚坊国际 北医三院,海淀,北太平庄,116.37159299999999,39.978364,51,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,16,链家,1个月前发布,6700,1.0,1,1,1,0,0,0,1,0,0,1,1
122,整租 · 西豪逸景 1室0厅 6800元,西城,广安门,116.34837900000001,39.898284000000004,72,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,28,链家,1个月前发布,6800,1.0,1,0,1,0,0,1,1,0,0,1,1
123,整租 · 常青藤嘉园 1室0厅 4600元,西城,马连道,116.340034,39.885855,34,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,16,链家,1个月前发布,4600,1.0,1,0,1,0,0,0,1,0,0,1,1
124,整租 ·   西城朗琴园朝北开间 家具家电齐全 可以长租,西城,广安门,116.34828200000001,39.892777,57,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,29,链家,1个月前发布,5800,1.0,1,0,1,0,0,1,1,0,0,1,0
125,整租 · 平原里小区 1室1厅 5000元,西城,牛街,116.37913,39.887761,50,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,1个月前发布,5000,1.0,1,1,1,0,0,0,1,0,0,1,1
126,整租 ·   4号线公益西桥地铁站精装修一居室,丰台,马家堡,116.382166,39.843984000000006,53,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,20,链家,1个月前发布,5100,1.0,1,1,1,0,0,1,1,0,0,1,1
127,整租 · 水利新宿舍 1室1厅 7200元,海淀,公主坟,116.31485900000001,39.920243,65,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,28,链家,1个月前发布,7200,1.0,1,1,1,0,0,1,1,0,0,1,1
128,牡丹园 月季园 精装一居室 业主直租 有钥匙 可谈,海淀,马甸,116.381497,39.97775,46,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,9,链家,17天前发布,6000,,1,1,1,0,0,0,1,0,0,1,1
129,精装修，开阔视野拎包入住。家电齐全,朝阳,CBD,116.48154,39.918388,54,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,30,链家,1个月前发布,8600,,1,1,1,0,0,0,1,0,0,1,1
130,整租 · 新城国际高层开间，户型方正，随时起租，随时入住,朝阳,东大桥,116.462122,39.923796,76,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,25,链家,1个月前发布,17500,1.0,1,0,1,0,0,1,1,0,0,1,1
131,整租 · 北机家属院 1室1厅 3200元,通州,果园,116.64378,39.898047999999996,44,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,1个月前发布,3200,1.0,1,1,1,0,0,0,1,0,0,1,1
132,整租 ·   远洋北区 开间改正规一居室 精装修 家具家电全齐,石景山,鲁谷,116.24700800000001,39.906426,55,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,25,链家,1个月前发布,5500,1.0,1,1,1,0,0,1,1,0,0,1,1
133,整租 · 苏荷时代 1室1厅 4200元,通州,果园,116.6512,39.898185999999995,73,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,24,链家,28天前发布,4200,1.0,1,1,1,0,0,1,1,0,0,1,0
134,整租 · 太平里 1室1厅 4500元,西城,马连道,116.329679,39.887968,46,东 西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,7,链家,1个月前发布,4500,1.0,1,1,1,0,0,0,1,0,0,1,1
135,DBC加州小镇 1室0厅 3200元,通州,临河里,116.68924399999999,39.873245000000004,42,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,11,链家,1个月前发布,3200,,1,0,1,0,0,0,1,0,0,1,0
136,整租 ·   名都家苑 地铁四号线公益西桥站 北向开间 精装修,丰台,马家堡,116.378925,39.84505,56,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,12,链家,29天前发布,5600,1.0,1,0,1,0,0,1,1,0,0,1,1
137,整租 · 晨欣园 1室1厅 4500元,丰台,马家堡,116.381203,39.852992,51,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,28天前发布,4500,1.0,1,1,1,0,0,0,1,0,0,1,1
138,整租 ·   万寿路精装一居室 交通便利 诚心出租 看房方便,海淀,公主坟,116.30441499999999,39.918054999999995,36,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,27天前发布,5100,1.0,1,1,1,0,0,1,1,0,0,1,1
139,恩济里小区 1室1厅 5000元,海淀,定慧寺,116.291418,39.937340999999996,49,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,15,链家,22天前发布,5000,,1,1,1,0,0,0,1,0,0,1,1
140,整租 · 五月华庭 1室0厅 6000元,海淀,新街口,116.37536599999999,39.958063,46,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,12,链家,24天前发布,6000,1.0,1,0,1,0,0,0,1,0,0,1,0
141,整租 · 玺萌鹏苑 1室0厅 4200元,丰台,草桥,116.36900200000001,39.857254,34,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,24,链家,9天前发布,4200,1.0,1,0,1,0,0,0,1,0,0,1,1
142,整租 ·   瞰都国际四环边，精装修开间，紧邻地铁，看房方便,朝阳,朝阳公园,116.493333,39.967187,61,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,17,链家,23天前发布,8000,1.0,1,0,1,0,0,1,1,0,0,1,1
143,整租 ·   花市枣苑的开间精装修，之前业主自住，房子保持的好,东城,东花市,116.435879,39.901965999999994,50,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,18,链家,23天前发布,6800,1.0,1,0,1,0,0,1,1,0,0,1,0
144,精装小开间  随时起租  高楼层  视野开阔,东城,广渠门,116.448783,39.894213,37,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,24,链家,18天前发布,5500,,1,0,1,0,0,0,1,0,0,1,1
145,整租 · 平原里小区 1室1厅 5100元,西城,牛街,116.37913,39.887761,52,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,18天前发布,5100,1.0,1,1,1,0,0,0,1,0,0,1,1
146,整租 · 科技园区紧邻地铁精装1居室，家电齐全，拎包入住,丰台,玉泉营,116.309431,39.842690999999995,77,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,26,链家,16天前发布,6200,1.0,1,1,1,0,0,1,1,0,0,1,1
147,整租 · 后现代城C区 1室0厅 7200元,朝阳,大望路,116.49414499999999,39.904158,64,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,27,链家,22天前发布,7200,1.0,1,0,1,0,0,1,1,0,0,1,1
148,整租 ·   安定门东大街精装南向一居室业主诚意出租。,东城,东直门,116.425446,39.954871999999995,44,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,21天前发布,7000,1.0,1,1,1,0,0,1,1,0,0,1,1
149,整租 ·   洋桥西罗园一区南向一居看房方便业主诚租,丰台,西罗园,116.400929,39.866858,40,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,19天前发布,4500,1.0,1,1,1,0,0,0,1,0,0,1,1
150,整租 ·    金鱼池西区精装开间 家具家电全齐 看房随时,东城,天坛,116.41383799999998,39.895714,50,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,7,链家,18天前发布,6200,1.0,1,0,1,0,0,1,1,0,0,1,0
151,整租 · 翠微路17号院，精装2居改1居，诚心出租,海淀,公主坟,116.307856,39.913968,56,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,12,链家,18天前发布,8500,1.0,1,1,1,0,0,1,1,0,0,1,1
152,整租 ·    北露园一居室 业主诚心出租 可随时入住,西城,阜成门,116.34798,39.931740000000005,44,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,18天前发布,6200,1.0,1,1,1,0,0,1,1,0,0,1,1
153,整租 ·   此房精装修，中高层，视野好，观小区花园和国贸夜景,朝阳,双井,116.471626,39.8946,57,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,28,链家,17天前发布,6400,1.0,1,1,1,0,0,1,1,0,0,1,1
154,柳芳南里 1室1厅 5800元,朝阳,国展,116.446076,39.959361,43,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,17天前发布,5800,,1,1,1,0,0,0,1,0,0,1,1
155,整租 · 宝星南向开间 线帘格挡 美观又采光好,朝阳,望京,116.489254,40.006445,63,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,25,链家,17天前发布,8500,1.0,1,0,1,0,0,1,1,0,0,1,0
156,整租 ·   延静里中街 精装1居室 ，南朝向，采光好,朝阳,红庙,116.490847,39.922546999999994,58,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,17天前发布,5000,1.0,1,1,1,0,0,1,1,0,0,1,1
157,整租 ·   后现代城北向开间 随时可看 家具家电齐全,朝阳,大望路,116.493655,39.905367,46,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,18,链家,17天前发布,5700,1.0,1,0,1,0,0,1,1,0,0,1,1
158,整租 ·   瞰都国际西北向落地窗开间，视野开阔,朝阳,朝阳公园,116.493333,39.967187,39,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,17,链家,16天前发布,6500,1.0,1,0,1,0,0,1,1,0,0,1,1
159,整租 ·   南湖东园二区 西向一居 简单装修 随时可看,朝阳,望京,116.47198700000001,40.005241,55,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,14,链家,15天前发布,5700,1.0,1,1,1,0,0,0,1,0,0,1,1
160,鼎晟国际 1室0厅 4000元,通州,新华大街,116.655519,39.9128,52,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,24,链家,15天前发布,4000,,1,0,1,0,0,0,1,0,0,1,1
161,整租 ·   协和 166 东单 精装朝南向一居室 采光好,东城,灯市口,116.414359,39.924443,46,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,15天前发布,6700,1.0,1,1,1,0,0,1,1,0,0,1,1
162,整租 ·  新景家园精装开间 长期出租 家具家电全齐 看房随时,东城,崇文门,116.432142,39.902353999999995,31,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,15,链家,15天前发布,5800,1.0,1,0,1,0,0,1,1,0,0,1,1
163,整租 · 东恒时代一期 1室1厅 7600元,朝阳,四惠,116.50116200000001,39.915382,60,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,32,链家,14天前发布,7600,1.0,1,1,1,0,0,1,1,0,0,1,1
164,三里屯南路 1室1厅 7200元,朝阳,三里屯,116.462281,39.937892,55,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,18,链家,8天前发布,7200,,1,1,1,0,0,0,1,0,0,1,1
165,整租 ·   中关村苏州街人大西门稻香园西里带电梯南北通透一居,海淀,苏州桥,116.309252,39.977841999999995,51,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,13天前发布,7000,1.0,1,1,1,0,0,0,1,0,0,1,1
166,整租 ·   农光里小区朝南一居室，有钥匙，看房方便,朝阳,劲松,116.47206399999999,39.887679999999996,47,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,13,链家,12天前发布,5700,1.0,1,1,1,0,0,0,1,0,0,1,1
167,华发颐园 1室0厅 6500元,朝阳,北苑,116.422099,40.050196,60,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,19,链家,12天前发布,6500,,1,0,1,0,0,0,1,0,0,1,1
168,整租 · 魏公村地铁4号线中关村北理工天作国际精装一居室拎包,海淀,皂君庙,116.330578,39.966964000000004,47,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,14,链家,10天前发布,7200,1.0,1,0,1,0,0,1,1,0,0,1,1
169,整租 ·   百子湾 金泰先锋 精装开间 随时入住,朝阳,百子湾,116.505827,39.9008,69,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,18,链家,10天前发布,8000,1.0,1,0,1,0,0,1,1,0,0,1,1
170,京贸国际公寓 1室1厅 4600元,通州,通州北苑,116.62964099999999,39.911449,101,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,29,链家,10天前发布,4600,,1,1,1,0,0,0,1,0,0,1,1
171,整租 ·   万寿路 公主坟 翠微南里精装一居室 随时看房,海淀,公主坟,116.30441499999999,39.918054999999995,40,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,8天前发布,4600,1.0,1,1,1,0,0,1,1,0,0,1,1
172,整租 · 丽水莲花东向一居，交通便利，生活舒适，适合居住,西城,广安门,116.3367,39.897727,67,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,28,链家,1个月前发布,6800,1.0,1,1,1,0,0,1,1,0,0,1,1
173,整租 ·   武夷花园运河湾南区精装南向一居室,通州,武夷花园,116.70323400000001,39.911017,58,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,11,链家,14天前发布,4300,1.0,1,1,1,0,0,0,1,0,0,1,1
174,整租 · 怡海六期精装1居室，客厅主卧朝南、家电齐全拎包入住,丰台,玉泉营,116.309431,39.842690999999995,62,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,26,链家,14天前发布,6300,1.0,1,1,1,0,0,1,1,0,0,1,1
175,整租 ·   冬季星空 正规一居  拎包入住,丰台,草桥,116.370166,39.850296,64,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,21,链家,22天前发布,6000,1.0,1,1,1,0,0,0,1,0,0,1,1
176,整租 ·   国贸双井富力城B区精装修一居室,朝阳,双井,116.46461000000001,39.903546,62,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,14,链家,15天前发布,9800,1.0,1,1,1,0,0,1,1,0,0,1,1
177,整租 · 优质空房可办公可居住，正规1室1厅 4800元,丰台,科技园区,116.298445,39.838903,80,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,29,链家,1天前发布,4800,1.0,1,1,1,1,0,0,1,0,0,1,1
178,整租 · 和平里北街和平西桥朝南一居室5号线低楼层,东城,和平里,116.42221299999999,39.968073,45,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,12天前发布,5500,1.0,1,1,1,0,0,0,1,0,0,1,1
179,永翌公馆 1室1厅 7000元,丰台,六里桥,116.308652,39.892396999999995,71,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,25,链家,28天前发布,7000,,1,1,1,0,0,0,1,0,0,1,0
180,整租 ·   安贞西里社区 精装修一居室 家具家电齐全拎包入住,朝阳,安贞,116.404579,39.978491,39,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,16,链家,1个月前发布,6200,1.0,1,1,1,0,0,1,1,0,0,0,1
181,整租 · 远洋新干线 1室1厅 16000元,朝阳,燕莎,116.46615,39.963231,89,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,26,链家,24天前发布,16000,1.0,1,1,1,0,0,1,1,0,0,1,1
182,世嘉博苑 1室0厅 4000元,大兴,西红门,116.333514,39.797388,39,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,15,链家,1个月前发布,4000,,1,0,1,0,0,0,1,0,0,0,1
183,整租 · 农光东里 1室1厅 6800元,朝阳,劲松,116.476467,39.888742,63,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,18,链家,13天前发布,6800,1.0,1,1,1,0,0,1,1,0,0,1,1
184,泰悦豪庭 三里屯周边 精装修开间 高楼层,朝阳,三里屯,116.462543,39.933593,62,东 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,22,链家,1个月前发布,8500,,1,0,1,0,0,0,1,0,0,0,1
185,整租 · 方恒东景 1室0厅 3500元,通州,临河里,116.694868,39.877962,55,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,29,链家,1个月前发布,3500,1.0,1,0,1,0,0,0,1,0,0,1,1
186,西豪逸景 1室0厅 7600元,西城,广安门,116.34837900000001,39.898284000000004,73,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,28,链家,1个月前发布,7600,,1,0,1,0,0,0,1,0,0,1,1
187,整租 ·   精装一居室，干净整洁，诚意出租,朝阳,农展馆,116.47516999999999,39.949467999999996,40,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,1个月前发布,6000,1.0,1,1,1,0,0,1,1,0,0,0,1
188,整租 · 金港国际 短租1-3个月的开间，精装修拎包入住,朝阳,大望路,116.484696,39.903711,46,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,11,链家,1个月前发布,6200,1.0,1,0,1,0,0,1,1,0,0,1,1
189,整租 ·  东方瑞景 东向 正规一居室 业主自住后出租,朝阳,建国门外,116.449979,39.912338,84,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,25,链家,22天前发布,13000,1.0,1,1,1,0,0,1,1,0,0,1,1
